a : -353.0000, 0 -> 2
b : -284.0000, 0 -> 1
c : 704.0000, 0 -> 3
d : 576.0000, 0 -> 0
a : -737.0000, 1 -> 4
b : 762.0000, 1 -> 2
c : -894.0000, 1 -> 0
d : 141.0000, 1 -> 1
a : -1000.0000, 2 -> 2
b : -57.0000, 2 -> 0
c : -848.0000, 2 -> 3
d : 575.0000, 2 -> 4
a : -16.0000, 3 -> 2
b : 328.0000, 3 -> 4
c : -116.0000, 3 -> 1
d : 538.0000, 3 -> 2
a : -182.0000, 4 -> 2
b : 722.0000, 4 -> 1
c : 285.0000, 4 -> 2
d : -44.0000, 4 -> 0
c : 889.0000, 0 -> 1
b : 265.0000, 0 -> 2
a : 38.0000, 1 -> 3
c : 804.0000, 1 -> 4
b : 420.0000, 2 -> 2
a : 184.0000, 2 -> 3
c : -767.0000, 3 -> 4
d : -618.0000, 3 -> 0
b : 588.0000, 4 -> 0
d : -146.0000, 4 -> 2
