a : -960.0000, 0 -> 1
b : -758.0000, 0 -> 2
c : -794.0000, 0 -> 6
a : -615.0000, 1 -> 0
b : 647.0000, 1 -> 3
c : -535.0000, 1 -> 5
a : -690.0000, 2 -> 1
b : -30.0000, 2 -> 5
c : 248.0000, 2 -> 2
a : 884.0000, 3 -> 6
b : -167.0000, 3 -> 0
c : 108.0000, 3 -> 1
a : -766.0000, 4 -> 6
b : 197.0000, 4 -> 5
c : -93.0000, 4 -> 2
a : -446.0000, 5 -> 0
b : -475.0000, 5 -> 2
c : -260.0000, 5 -> 0
a : -421.0000, 6 -> 2
b : -354.0000, 6 -> 1
c : -154.0000, 6 -> 4
a : -258.0000, 0 -> 6
a : -538.0000, 1 -> 1
a : 28.0000, 2 -> 6
c : -373.0000, 3 -> 0
a : 510.0000, 4 -> 0
b : -422.0000, 5 -> 0
b : 340.0000, 6 -> 5
