a : 861.0000, 0 -> 3
b : 92.0000, 0 -> 3
a : 623.0000, 1 -> 0
b : 165.0000, 1 -> 1
a : 231.0000, 2 -> 7
b : -30.0000, 2 -> 3
a : -423.0000, 3 -> 0
b : 630.0000, 3 -> 2
a : -893.0000, 4 -> 7
b : -798.0000, 4 -> 0
a : 859.0000, 5 -> 4
b : -70.0000, 5 -> 5
a : -920.0000, 6 -> 4
b : 837.0000, 6 -> 1
a : 702.0000, 7 -> 4
b : -200.0000, 7 -> 3
a : -72.0000, 0 -> 5
a : -658.0000, 1 -> 3
b : -84.0000, 2 -> 7
b : -77.0000, 3 -> 0
b : 588.0000, 4 -> 4
b : -322.0000, 5 -> 3
a : 397.0000, 6 -> 0
a : 697.0000, 7 -> 2
b : -878.0000, 7 -> 6
