a : -580.0000, 0 -> 4
b : 662.0000, 0 -> 4
c : 184.0000, 0 -> 5
d : -302.0000, 0 -> 2
a : 693.0000, 1 -> 5
b : 886.0000, 1 -> 6
c : 222.0000, 1 -> 0
d : -729.0000, 1 -> 3
a : 10.0000, 2 -> 0
b : -302.0000, 2 -> 5
c : 189.0000, 2 -> 3
d : 803.0000, 2 -> 6
a : 996.0000, 3 -> 1
b : 805.0000, 3 -> 6
c : 931.0000, 3 -> 0
d : -806.0000, 3 -> 5
a : -501.0000, 4 -> 0
b : 872.0000, 4 -> 6
c : 736.0000, 4 -> 0
d : -527.0000, 4 -> 6
a : 171.0000, 5 -> 4
b : 276.0000, 5 -> 4
c : 151.0000, 5 -> 2
d : -706.0000, 5 -> 6
a : -318.0000, 6 -> 4
b : 37.0000, 6 -> 3
c : 526.0000, 6 -> 1
d : -629.0000, 6 -> 6
b : 240.0000, 0 -> 6
c : -624.0000, 0 -> 0
b : -510.0000, 1 -> 1
c : 746.0000, 1 -> 4
d : -800.0000, 2 -> 4
d : 535.0000, 2 -> 2
a : -273.0000, 3 -> 5
c : 909.0000, 3 -> 5
a : -694.0000, 4 -> 2
c : -204.0000, 4 -> 2
c : 348.0000, 5 -> 1
c : 266.0000, 5 -> 6
b : 96.0000, 6 -> 6
d : 561.0000, 6 -> 1
