a : -125.0000, 0 -> 3
b : -475.0000, 0 -> 0
c : -952.0000, 0 -> 3
a : 688.0000, 1 -> 1
b : 958.0000, 1 -> 0
c : -687.0000, 1 -> 4
a : 213.0000, 2 -> 0
b : -624.0000, 2 -> 2
c : -980.0000, 2 -> 5
a : 763.0000, 3 -> 2
b : -306.0000, 3 -> 0
c : -643.0000, 3 -> 3
a : -105.0000, 4 -> 3
b : -336.0000, 4 -> 3
c : 985.0000, 4 -> 0
a : -807.0000, 5 -> 1
b : -64.0000, 5 -> 5
c : 448.0000, 5 -> 4
b : 963.0000, 0 -> 2
a : 520.0000, 1 -> 3
a : -859.0000, 2 -> 3
b : -284.0000, 3 -> 5
b : 139.0000, 4 -> 5
c : -676.0000, 5 -> 2
