a : -950.0000, 0 -> 3
b : 942.0000, 0 -> 4
c : -685.0000, 0 -> 1
d : -814.0000, 0 -> 1
a : 666.0000, 1 -> 1
b : -895.0000, 1 -> 2
c : -229.0000, 1 -> 1
d : -354.0000, 1 -> 0
a : 623.0000, 2 -> 2
b : 234.0000, 2 -> 3
c : -822.0000, 2 -> 4
d : 900.0000, 2 -> 3
a : -658.0000, 3 -> 4
b : 218.0000, 3 -> 2
c : -840.0000, 3 -> 4
d : 399.0000, 3 -> 2
a : -260.0000, 4 -> 0
b : 450.0000, 4 -> 4
c : 800.0000, 4 -> 2
d : 732.0000, 4 -> 1
b : -995.0000, 0 -> 2
c : 318.0000, 0 -> 0
b : 843.0000, 1 -> 3
c : 966.0000, 1 -> 3
a : -675.0000, 2 -> 1
b : 105.0000, 2 -> 2
b : 15.0000, 3 -> 4
c : -500.0000, 3 -> 2
b : -241.0000, 4 -> 2
c : 431.0000, 4 -> 1
