a : 362.0000, 0 -> 0
b : -706.0000, 0 -> 7
c : 552.0000, 0 -> 3
a : 532.0000, 1 -> 1
b : 80.0000, 1 -> 4
c : -402.0000, 1 -> 6
a : 1000.0000, 2 -> 3
b : -82.0000, 2 -> 7
c : 996.0000, 2 -> 0
a : 225.0000, 3 -> 5
b : 349.0000, 3 -> 7
c : -520.0000, 3 -> 2
a : 689.0000, 4 -> 0
b : -70.0000, 4 -> 3
c : -128.0000, 4 -> 4
a : 472.0000, 5 -> 4
b : -183.0000, 5 -> 2
c : 101.0000, 5 -> 4
a : -751.0000, 6 -> 4
b : -757.0000, 6 -> 6
c : -91.0000, 6 -> 1
a : 179.0000, 7 -> 5
b : 739.0000, 7 -> 3
c : -472.0000, 7 -> 2
a : -430.0000, 0 -> 5
a : 442.0000, 1 -> 4
a : 129.0000, 2 -> 7
c : -655.0000, 3 -> 7
c : -194.0000, 4 -> 5
a : 323.0000, 5 -> 0
a : 727.0000, 6 -> 7
a : -2.0000, 7 -> 0
b : 688.0000, 2 -> 6
