a : -213.0000, 0 -> 2
b : -369.0000, 0 -> 4
c : -780.0000, 0 -> 2
d : -311.0000, 0 -> 2
a : 353.0000, 1 -> 0
b : -288.0000, 1 -> 0
c : 9.0000, 1 -> 2
d : 92.0000, 1 -> 1
a : 982.0000, 2 -> 0
b : -231.0000, 2 -> 5
c : 193.0000, 2 -> 5
d : -314.0000, 2 -> 2
a : -446.0000, 3 -> 3
b : 707.0000, 3 -> 1
c : -28.0000, 3 -> 1
d : -182.0000, 3 -> 1
a : -534.0000, 4 -> 1
b : -624.0000, 4 -> 2
c : -824.0000, 4 -> 5
d : -570.0000, 4 -> 4
a : 366.0000, 5 -> 5
b : 546.0000, 5 -> 1
c : 63.0000, 5 -> 1
d : -951.0000, 5 -> 5
b : -427.0000, 0 -> 1
d : 538.0000, 0 -> 3
b : -985.0000, 1 -> 2
b : 921.0000, 1 -> 1
d : 51.0000, 2 -> 1
c : 621.0000, 2 -> 3
d : -833.0000, 3 -> 5
a : -631.0000, 3 -> 5
a : 455.0000, 4 -> 5
c : 318.0000, 4 -> 3
a : 652.0000, 5 -> 0
b : 58.0000, 5 -> 0
