a : 230.0000, 0 -> 6
b : 764.0000, 0 -> 6
c : 551.0000, 0 -> 2
a : 755.0000, 1 -> 6
b : 409.0000, 1 -> 3
c : 430.0000, 1 -> 4
a : 215.0000, 2 -> 5
b : -351.0000, 2 -> 6
c : 281.0000, 2 -> 3
a : 478.0000, 3 -> 5
b : -991.0000, 3 -> 0
c : 462.0000, 3 -> 0
a : -777.0000, 4 -> 2
b : -828.0000, 4 -> 2
c : -46.0000, 4 -> 6
a : 351.0000, 5 -> 3
b : 676.0000, 5 -> 3
c : -519.0000, 5 -> 4
a : -594.0000, 6 -> 2
b : -926.0000, 6 -> 2
c : 84.0000, 6 -> 6
a : 310.0000, 7 -> 0
b : 767.0000, 7 -> 7
c : -570.0000, 7 -> 0
b : -509.0000, 0 -> 3
a : 672.0000, 1 -> 7
c : 791.0000, 2 -> 7
c : -774.0000, 3 -> 3
a : 256.0000, 4 -> 0
a : -231.0000, 5 -> 7
c : -40.0000, 6 -> 2
b : -518.0000, 7 -> 0
c : 709.0000, 5 -> 1
