a : -406.0000, 0 -> 5
b : -951.0000, 0 -> 6
c : 525.0000, 0 -> 6
a : 554.0000, 1 -> 4
b : -533.0000, 1 -> 2
c : 878.0000, 1 -> 6
a : -652.0000, 2 -> 4
b : 975.0000, 2 -> 0
c : -275.0000, 2 -> 2
a : -138.0000, 3 -> 1
b : 241.0000, 3 -> 0
c : 732.0000, 3 -> 5
a : 512.0000, 4 -> 0
b : -28.0000, 4 -> 0
c : 270.0000, 4 -> 4
a : -812.0000, 5 -> 1
b : -569.0000, 5 -> 0
c : -989.0000, 5 -> 2
a : -336.0000, 6 -> 6
b : -205.0000, 6 -> 5
c : 298.0000, 6 -> 1
b : 846.0000, 0 -> 5
a : -822.0000, 1 -> 3
b : 352.0000, 2 -> 3
b : 584.0000, 3 -> 2
b : 95.0000, 4 -> 2
c : -980.0000, 5 -> 3
a : 624.0000, 6 -> 2
