a : -911.0000, 0 -> 0
b : -140.0000, 0 -> 4
c : -33.0000, 0 -> 7
a : -819.0000, 1 -> 0
b : 84.0000, 1 -> 0
c : -946.0000, 1 -> 3
a : 142.0000, 2 -> 5
b : 498.0000, 2 -> 6
c : -656.0000, 2 -> 7
a : 681.0000, 3 -> 4
b : -593.0000, 3 -> 6
c : -821.0000, 3 -> 7
a : 164.0000, 4 -> 6
b : 569.0000, 4 -> 1
c : 210.0000, 4 -> 0
a : 555.0000, 5 -> 1
b : -678.0000, 5 -> 7
c : -954.0000, 5 -> 6
a : 337.0000, 6 -> 0
b : -338.0000, 6 -> 4
c : -1000.0000, 6 -> 1
a : 936.0000, 7 -> 2
b : -808.0000, 7 -> 6
c : -293.0000, 7 -> 7
a : 429.0000, 0 -> 6
b : -464.0000, 1 -> 6
c : 79.0000, 2 -> 4
a : 967.0000, 3 -> 6
b : -351.0000, 4 -> 3
a : -621.0000, 5 -> 0
b : 501.0000, 6 -> 2
a : 700.0000, 7 -> 1
