a : -908.0000, 0 -> 7
b : 265.0000, 0 -> 0
c : -173.0000, 0 -> 7
a : 687.0000, 1 -> 6
b : -305.0000, 1 -> 6
c : 649.0000, 1 -> 1
a : 272.0000, 2 -> 3
b : 482.0000, 2 -> 1
c : -615.0000, 2 -> 7
a : -855.0000, 3 -> 3
b : -701.0000, 3 -> 1
c : 551.0000, 3 -> 6
a : 926.0000, 4 -> 7
b : 763.0000, 4 -> 5
c : 118.0000, 4 -> 0
a : -227.0000, 5 -> 3
b : -132.0000, 5 -> 5
c : -555.0000, 5 -> 7
a : 546.0000, 6 -> 1
b : -609.0000, 6 -> 5
c : -279.0000, 6 -> 2
a : 327.0000, 7 -> 7
b : 93.0000, 7 -> 2
c : -602.0000, 7 -> 0
c : -809.0000, 0 -> 4
a : 128.0000, 1 -> 2
c : -388.0000, 2 -> 0
c : 10.0000, 3 -> 3
c : -873.0000, 4 -> 7
a : 115.0000, 5 -> 4
b : -739.0000, 6 -> 6
b : -709.0000, 7 -> 0
