a : -659.0000, 0 -> 2
b : 296.0000, 0 -> 0
c : 446.0000, 0 -> 2
d : -90.0000, 0 -> 0
a : 791.0000, 1 -> 2
b : 779.0000, 1 -> 0
c : -67.0000, 1 -> 3
d : -879.0000, 1 -> 1
a : 335.0000, 2 -> 0
b : 247.0000, 2 -> 0
c : -497.0000, 2 -> 0
d : 719.0000, 2 -> 3
a : -875.0000, 3 -> 0
b : -883.0000, 3 -> 0
c : 975.0000, 3 -> 2
d : -980.0000, 3 -> 0
c : -712.0000, 0 -> 3
b : -987.0000, 0 -> 3
d : -743.0000, 1 -> 3
a : -544.0000, 1 -> 0
a : -162.0000, 2 -> 1
b : 549.0000, 2 -> 3
b : -243.0000, 3 -> 2
a : 296.0000, 3 -> 1
