a : 513.0000, 0 -> 2
b : 763.0000, 0 -> 1
c : -373.0000, 0 -> 2
d : 382.0000, 0 -> 2
a : 3.0000, 1 -> 0
b : 625.0000, 1 -> 2
c : 361.0000, 1 -> 2
d : -148.0000, 1 -> 3
a : -517.0000, 2 -> 0
b : 520.0000, 2 -> 2
c : 589.0000, 2 -> 3
d : -465.0000, 2 -> 0
a : -652.0000, 3 -> 1
b : -210.0000, 3 -> 2
c : 828.0000, 3 -> 2
d : -111.0000, 3 -> 3
b : -217.0000, 0 -> 3
d : 771.0000, 0 -> 0
d : -254.0000, 1 -> 0
c : 117.0000, 1 -> 1
c : 182.0000, 2 -> 0
a : 93.0000, 2 -> 1
d : 221.0000, 3 -> 2
d : 525.0000, 3 -> 0
