a : 145.0000, 0 -> 4
b : -817.0000, 0 -> 1
c : 513.0000, 0 -> 1
d : 184.0000, 0 -> 0
a : 662.0000, 1 -> 2
b : 28.0000, 1 -> 3
c : -25.0000, 1 -> 4
d : 653.0000, 1 -> 1
a : 335.0000, 2 -> 1
b : -927.0000, 2 -> 2
c : -789.0000, 2 -> 1
d : -904.0000, 2 -> 2
a : 938.0000, 3 -> 2
b : -334.0000, 3 -> 0
c : 754.0000, 3 -> 2
d : 26.0000, 3 -> 0
a : -114.0000, 4 -> 3
b : -986.0000, 4 -> 2
c : -888.0000, 4 -> 4
d : -784.0000, 4 -> 3
d : -236.0000, 0 -> 4
d : -239.0000, 0 -> 2
c : -297.0000, 1 -> 3
d : -2.0000, 1 -> 4
b : -19.0000, 2 -> 3
c : 64.0000, 2 -> 4
c : -121.0000, 3 -> 0
c : 465.0000, 3 -> 3
b : -668.0000, 4 -> 0
c : -254.0000, 4 -> 2
