a : 494.0000, 0 -> 5
b : 691.0000, 0 -> 4
c : 676.0000, 0 -> 5
d : 443.0000, 0 -> 2
a : 998.0000, 1 -> 0
b : 973.0000, 1 -> 5
c : 4.0000, 1 -> 1
d : -557.0000, 1 -> 5
a : 832.0000, 2 -> 2
b : 663.0000, 2 -> 1
c : 225.0000, 2 -> 0
d : -463.0000, 2 -> 1
a : 647.0000, 3 -> 2
b : -350.0000, 3 -> 3
c : 669.0000, 3 -> 5
d : -648.0000, 3 -> 3
a : 725.0000, 4 -> 1
b : -666.0000, 4 -> 3
c : 519.0000, 4 -> 5
d : -762.0000, 4 -> 4
a : -835.0000, 5 -> 3
b : 240.0000, 5 -> 4
c : -205.0000, 5 -> 5
d : -201.0000, 5 -> 3
a : -155.0000, 0 -> 3
d : 268.0000, 0 -> 0
c : -578.0000, 1 -> 4
c : -847.0000, 1 -> 3
d : -961.0000, 2 -> 5
b : -867.0000, 2 -> 4
b : 159.0000, 3 -> 4
d : 974.0000, 3 -> 4
a : 540.0000, 4 -> 2
b : 378.0000, 4 -> 1
c : 752.0000, 5 -> 1
a : -287.0000, 5 -> 5
