a : 447.0000, 0 -> 3
b : -627.0000, 0 -> 2
c : 733.0000, 0 -> 5
a : -143.0000, 1 -> 7
b : -697.0000, 1 -> 7
c : -224.0000, 1 -> 1
a : 407.0000, 2 -> 3
b : 996.0000, 2 -> 7
c : -978.0000, 2 -> 1
a : 861.0000, 3 -> 0
b : -958.0000, 3 -> 3
c : 24.0000, 3 -> 1
a : 290.0000, 4 -> 0
b : 378.0000, 4 -> 5
c : -158.0000, 4 -> 5
a : -651.0000, 5 -> 6
b : 219.0000, 5 -> 7
c : -644.0000, 5 -> 6
a : -38.0000, 6 -> 3
b : -962.0000, 6 -> 0
c : 122.0000, 6 -> 6
a : -244.0000, 7 -> 3
b : -66.0000, 7 -> 1
c : -858.0000, 7 -> 5
b : -901.0000, 0 -> 5
a : -958.0000, 1 -> 1
c : 942.0000, 2 -> 7
b : -269.0000, 3 -> 0
c : 177.0000, 4 -> 1
a : 633.0000, 5 -> 7
a : -937.0000, 6 -> 7
b : 304.0000, 7 -> 3
b : -233.0000, 1 -> 4
