a : 971.0000, 0 -> 1
b : -812.0000, 0 -> 4
c : -525.0000, 0 -> 5
a : -568.0000, 1 -> 4
b : 710.0000, 1 -> 2
c : -283.0000, 1 -> 3
a : -774.0000, 2 -> 5
b : 705.0000, 2 -> 3
c : -622.0000, 2 -> 5
a : 209.0000, 3 -> 2
b : 912.0000, 3 -> 4
c : -679.0000, 3 -> 5
a : -431.0000, 4 -> 3
b : -510.0000, 4 -> 5
c : 468.0000, 4 -> 5
a : -755.0000, 5 -> 0
b : -612.0000, 5 -> 0
c : -906.0000, 5 -> 4
a : -359.0000, 0 -> 4
c : -367.0000, 1 -> 2
c : -828.0000, 2 -> 4
a : 613.0000, 3 -> 1
c : 707.0000, 4 -> 0
c : 134.0000, 5 -> 5
