a : 214.0000, 0 -> 3
b : -617.0000, 0 -> 6
a : -952.0000, 1 -> 3
b : -335.0000, 1 -> 6
a : -117.0000, 2 -> 3
b : -678.0000, 2 -> 5
a : -413.0000, 3 -> 7
b : 380.0000, 3 -> 1
a : 836.0000, 4 -> 6
b : -281.0000, 4 -> 1
a : -369.0000, 5 -> 2
b : 104.0000, 5 -> 7
a : 693.0000, 6 -> 4
b : -16.0000, 6 -> 4
a : -222.0000, 7 -> 7
b : -185.0000, 7 -> 0
b : -726.0000, 0 -> 5
a : -743.0000, 1 -> 1
a : -810.0000, 2 -> 7
a : -603.0000, 3 -> 2
b : 812.0000, 4 -> 3
b : 733.0000, 5 -> 6
b : 386.0000, 6 -> 2
a : -192.0000, 7 -> 5
