a : 540.0000, 0 -> 1
b : -66.0000, 0 -> 0
c : 877.0000, 0 -> 0
d : -703.0000, 0 -> 2
a : 141.0000, 1 -> 1
b : -27.0000, 1 -> 2
c : 418.0000, 1 -> 2
d : -66.0000, 1 -> 2
a : 624.0000, 2 -> 2
b : 471.0000, 2 -> 2
c : -882.0000, 2 -> 3
d : 951.0000, 2 -> 3
a : -474.0000, 3 -> 3
b : -563.0000, 3 -> 1
c : -828.0000, 3 -> 1
d : 101.0000, 3 -> 0
c : -450.0000, 0 -> 2
a : -216.0000, 0 -> 3
b : -740.0000, 1 -> 0
a : -322.0000, 1 -> 0
c : 64.0000, 2 -> 1
c : 457.0000, 2 -> 0
d : 400.0000, 3 -> 3
c : 479.0000, 3 -> 2
