a : -939.0000, 0 -> 7
b : 480.0000, 0 -> 5
c : 146.0000, 0 -> 1
a : 182.0000, 1 -> 1
b : -23.0000, 1 -> 6
c : -206.0000, 1 -> 5
a : 231.0000, 2 -> 1
b : -650.0000, 2 -> 1
c : 265.0000, 2 -> 2
a : -536.0000, 3 -> 4
b : -629.0000, 3 -> 3
c : -723.0000, 3 -> 7
a : 358.0000, 4 -> 7
b : -4.0000, 4 -> 6
c : -980.0000, 4 -> 6
a : 59.0000, 5 -> 5
b : -556.0000, 5 -> 5
c : 749.0000, 5 -> 0
a : -963.0000, 6 -> 3
b : 920.0000, 6 -> 6
c : 358.0000, 6 -> 7
a : 852.0000, 7 -> 3
b : 785.0000, 7 -> 7
c : 901.0000, 7 -> 1
c : 921.0000, 0 -> 7
b : -302.0000, 1 -> 3
c : -808.0000, 2 -> 1
a : 971.0000, 3 -> 2
b : -519.0000, 4 -> 4
b : 55.0000, 5 -> 0
b : 19.0000, 6 -> 1
a : 442.0000, 7 -> 4
