a : 921.0000, 0 -> 0
b : -679.0000, 0 -> 5
a : 953.0000, 1 -> 4
b : -482.0000, 1 -> 2
a : -568.0000, 2 -> 4
b : 468.0000, 2 -> 3
a : 607.0000, 3 -> 3
b : 915.0000, 3 -> 0
a : 697.0000, 4 -> 5
b : -888.0000, 4 -> 5
a : 888.0000, 5 -> 7
b : 280.0000, 5 -> 6
a : -167.0000, 6 -> 4
b : 729.0000, 6 -> 6
a : -846.0000, 7 -> 4
b : 642.0000, 7 -> 3
b : -580.0000, 0 -> 7
a : -777.0000, 1 -> 1
b : -927.0000, 2 -> 1
b : 49.0000, 3 -> 5
a : -124.0000, 4 -> 3
a : 879.0000, 5 -> 2
b : -746.0000, 6 -> 2
b : -300.0000, 7 -> 2
