a : 985.0000, 0 -> 3
b : 206.0000, 0 -> 5
c : 518.0000, 0 -> 4
a : 814.0000, 1 -> 0
b : -854.0000, 1 -> 1
c : -439.0000, 1 -> 3
a : 406.0000, 2 -> 1
b : -475.0000, 2 -> 1
c : -355.0000, 2 -> 3
a : 890.0000, 3 -> 2
b : -356.0000, 3 -> 2
c : -532.0000, 3 -> 3
a : -904.0000, 4 -> 1
b : -8.0000, 4 -> 1
c : -982.0000, 4 -> 1
a : -129.0000, 5 -> 5
b : 662.0000, 5 -> 1
c : -204.0000, 5 -> 4
b : 591.0000, 0 -> 3
c : -744.0000, 1 -> 0
c : -260.0000, 2 -> 5
b : 106.0000, 3 -> 3
b : -646.0000, 4 -> 4
a : 316.0000, 5 -> 4
