a : 120.0000, 0 -> 5
b : -600.0000, 0 -> 3
c : 301.0000, 0 -> 4
a : 913.0000, 1 -> 0
b : -863.0000, 1 -> 4
c : 682.0000, 1 -> 1
a : 360.0000, 2 -> 4
b : 203.0000, 2 -> 3
c : 493.0000, 2 -> 3
a : 818.0000, 3 -> 0
b : 856.0000, 3 -> 3
c : 372.0000, 3 -> 0
a : 767.0000, 4 -> 4
b : 501.0000, 4 -> 0
c : -667.0000, 4 -> 1
a : -514.0000, 5 -> 1
b : 654.0000, 5 -> 0
c : -355.0000, 5 -> 1
c : 789.0000, 0 -> 2
a : -940.0000, 1 -> 5
c : -980.0000, 2 -> 0
c : -251.0000, 3 -> 3
c : 664.0000, 4 -> 0
c : -170.0000, 5 -> 2
