a : 982.0000, 0 -> 5
b : 648.0000, 0 -> 1
c : 271.0000, 0 -> 5
d : -909.0000, 0 -> 4
a : 604.0000, 1 -> 3
b : 750.0000, 1 -> 5
c : -259.0000, 1 -> 4
d : 722.0000, 1 -> 5
a : 928.0000, 2 -> 2
b : -405.0000, 2 -> 1
c : -913.0000, 2 -> 4
d : -648.0000, 2 -> 5
a : 167.0000, 3 -> 0
b : -32.0000, 3 -> 1
c : 631.0000, 3 -> 0
d : 672.0000, 3 -> 5
a : -980.0000, 4 -> 4
b : -913.0000, 4 -> 3
c : 698.0000, 4 -> 0
d : 114.0000, 4 -> 1
a : 820.0000, 5 -> 3
b : 334.0000, 5 -> 0
c : -459.0000, 5 -> 0
d : -325.0000, 5 -> 1
b : 243.0000, 0 -> 5
d : -221.0000, 0 -> 3
c : -412.0000, 1 -> 5
b : 16.0000, 1 -> 4
c : 9.0000, 2 -> 2
b : 924.0000, 2 -> 3
c : 16.0000, 3 -> 2
b : -130.0000, 3 -> 5
c : -569.0000, 4 -> 1
b : -242.0000, 4 -> 4
d : -286.0000, 5 -> 2
b : 967.0000, 5 -> 2
