a : 195.0000, 0 -> 3
b : 173.0000, 0 -> 1
c : -608.0000, 0 -> 0
d : 334.0000, 0 -> 3
a : 668.0000, 1 -> 3
b : 966.0000, 1 -> 0
c : 110.0000, 1 -> 0
d : -76.0000, 1 -> 0
a : 680.0000, 2 -> 3
b : 203.0000, 2 -> 1
c : 531.0000, 2 -> 4
d : 604.0000, 2 -> 0
a : -946.0000, 3 -> 0
b : -246.0000, 3 -> 3
c : -868.0000, 3 -> 4
d : 646.0000, 3 -> 2
a : 294.0000, 4 -> 3
b : -293.0000, 4 -> 0
c : -450.0000, 4 -> 1
d : 560.0000, 4 -> 0
c : -947.0000, 0 -> 3
a : 941.0000, 0 -> 4
b : 430.0000, 1 -> 1
c : -506.0000, 1 -> 3
a : 628.0000, 2 -> 0
a : 575.0000, 2 -> 1
a : 830.0000, 3 -> 4
a : -82.0000, 3 -> 2
b : -78.0000, 4 -> 1
a : -554.0000, 4 -> 4
