a : 203.0000, 0 -> 2
b : 375.0000, 0 -> 5
c : 656.0000, 0 -> 5
a : -86.0000, 1 -> 3
b : 54.0000, 1 -> 2
c : -451.0000, 1 -> 0
a : 771.0000, 2 -> 0
b : 410.0000, 2 -> 0
c : 846.0000, 2 -> 2
a : 265.0000, 3 -> 5
b : -130.0000, 3 -> 5
c : 751.0000, 3 -> 4
a : 700.0000, 4 -> 1
b : -486.0000, 4 -> 4
c : -365.0000, 4 -> 3
a : -348.0000, 5 -> 1
b : 275.0000, 5 -> 4
c : 971.0000, 5 -> 1
a : 487.0000, 0 -> 0
c : -966.0000, 1 -> 1
c : -787.0000, 2 -> 0
c : 428.0000, 3 -> 1
c : 211.0000, 4 -> 5
b : -344.0000, 5 -> 2
