a : 453.0000, 0 -> 6
b : 227.0000, 0 -> 0
c : 108.0000, 0 -> 2
d : 228.0000, 0 -> 6
a : -865.0000, 1 -> 3
b : 670.0000, 1 -> 2
c : -372.0000, 1 -> 2
d : 247.0000, 1 -> 5
a : 558.0000, 2 -> 0
b : 942.0000, 2 -> 4
c : 29.0000, 2 -> 1
d : 218.0000, 2 -> 1
a : 883.0000, 3 -> 5
b : -811.0000, 3 -> 3
c : 516.0000, 3 -> 0
d : -641.0000, 3 -> 5
a : 733.0000, 4 -> 2
b : 233.0000, 4 -> 4
c : 646.0000, 4 -> 0
d : -262.0000, 4 -> 0
a : -797.0000, 5 -> 6
b : -260.0000, 5 -> 2
c : 668.0000, 5 -> 3
d : -762.0000, 5 -> 3
a : -521.0000, 6 -> 0
b : 425.0000, 6 -> 1
c : -475.0000, 6 -> 3
d : 876.0000, 6 -> 6
b : -763.0000, 0 -> 6
d : 967.0000, 0 -> 0
a : -356.0000, 1 -> 6
d : 628.0000, 1 -> 1
d : 161.0000, 2 -> 2
a : -428.0000, 2 -> 5
a : -778.0000, 3 -> 0
d : 906.0000, 3 -> 2
d : -793.0000, 4 -> 2
d : -443.0000, 4 -> 5
a : -372.0000, 5 -> 3
c : 16.0000, 5 -> 4
c : 89.0000, 6 -> 0
d : -708.0000, 6 -> 5
