a : 101.0000, 0 -> 5
b : -550.0000, 0 -> 2
c : -551.0000, 0 -> 6
d : -677.0000, 0 -> 5
a : -50.0000, 1 -> 4
b : 313.0000, 1 -> 3
c : 129.0000, 1 -> 7
d : 774.0000, 1 -> 1
a : 856.0000, 2 -> 5
b : -306.0000, 2 -> 2
c : -150.0000, 2 -> 3
d : 468.0000, 2 -> 7
a : -282.0000, 3 -> 2
b : 388.0000, 3 -> 6
c : 954.0000, 3 -> 6
d : -930.0000, 3 -> 5
a : 948.0000, 4 -> 2
b : -503.0000, 4 -> 3
c : 996.0000, 4 -> 6
d : 724.0000, 4 -> 4
a : -346.0000, 5 -> 6
b : 708.0000, 5 -> 2
c : -216.0000, 5 -> 4
d : -901.0000, 5 -> 1
a : 209.0000, 6 -> 4
b : -471.0000, 6 -> 4
c : 23.0000, 6 -> 0
d : 887.0000, 6 -> 2
a : 435.0000, 7 -> 2
b : -399.0000, 7 -> 2
c : 201.0000, 7 -> 4
d : 668.0000, 7 -> 6
b : -73.0000, 0 -> 3
d : 339.0000, 0 -> 7
d : -388.0000, 1 -> 2
c : -214.0000, 1 -> 5
c : 438.0000, 2 -> 2
c : 786.0000, 2 -> 6
d : -380.0000, 3 -> 1
a : -872.0000, 3 -> 4
a : 695.0000, 4 -> 5
c : 836.0000, 4 -> 4
c : 138.0000, 5 -> 5
a : -940.0000, 5 -> 2
a : -726.0000, 6 -> 6
c : 370.0000, 6 -> 1
b : -506.0000, 7 -> 6
b : 343.0000, 7 -> 4
