a : 452.0000, 0 -> 4
b : -271.0000, 0 -> 1
c : -566.0000, 0 -> 6
d : 270.0000, 0 -> 0
a : 190.0000, 1 -> 0
b : -902.0000, 1 -> 6
c : 729.0000, 1 -> 5
d : 705.0000, 1 -> 3
a : 928.0000, 2 -> 4
b : 805.0000, 2 -> 0
c : -883.0000, 2 -> 0
d : 410.0000, 2 -> 1
a : -163.0000, 3 -> 4
b : 88.0000, 3 -> 5
c : -267.0000, 3 -> 1
d : -98.0000, 3 -> 3
a : 894.0000, 4 -> 2
b : -707.0000, 4 -> 2
c : 150.0000, 4 -> 2
d : 51.0000, 4 -> 3
a : -395.0000, 5 -> 1
b : -776.0000, 5 -> 0
c : -792.0000, 5 -> 4
d : -393.0000, 5 -> 2
a : 956.0000, 6 -> 4
b : 449.0000, 6 -> 3
c : 299.0000, 6 -> 6
d : 499.0000, 6 -> 1
d : 288.0000, 0 -> 1
d : 602.0000, 0 -> 5
d : 637.0000, 1 -> 1
d : -115.0000, 1 -> 0
a : -620.0000, 2 -> 1
c : 399.0000, 2 -> 6
a : -716.0000, 3 -> 0
b : 301.0000, 3 -> 2
d : 886.0000, 4 -> 6
a : 342.0000, 4 -> 4
d : 249.0000, 5 -> 4
d : 109.0000, 5 -> 3
b : -92.0000, 6 -> 5
a : -175.0000, 6 -> 2
