a : 205.0000, 0 -> 5
b : 413.0000, 0 -> 0
c : 218.0000, 0 -> 3
a : 570.0000, 1 -> 1
b : 17.0000, 1 -> 2
c : 870.0000, 1 -> 3
a : -973.0000, 2 -> 3
b : 947.0000, 2 -> 1
c : 450.0000, 2 -> 2
a : -942.0000, 3 -> 6
b : -92.0000, 3 -> 3
c : -257.0000, 3 -> 6
a : -271.0000, 4 -> 0
b : 144.0000, 4 -> 6
c : -551.0000, 4 -> 5
a : -53.0000, 5 -> 2
b : -185.0000, 5 -> 0
c : -733.0000, 5 -> 4
a : -714.0000, 6 -> 4
b : 7.0000, 6 -> 5
c : 514.0000, 6 -> 6
c : 597.0000, 0 -> 6
a : 467.0000, 1 -> 4
b : 537.0000, 2 -> 3
b : -665.0000, 3 -> 5
a : -604.0000, 4 -> 2
a : 938.0000, 5 -> 6
b : -102.0000, 6 -> 4
