a : 841.0000, 0 -> 4
b : 157.0000, 0 -> 2
c : -936.0000, 0 -> 1
d : -197.0000, 0 -> 3
a : -403.0000, 1 -> 1
b : -414.0000, 1 -> 1
c : 571.0000, 1 -> 2
d : -821.0000, 1 -> 3
a : -430.0000, 2 -> 4
b : 275.0000, 2 -> 2
c : -631.0000, 2 -> 3
d : 121.0000, 2 -> 4
a : 925.0000, 3 -> 0
b : -401.0000, 3 -> 2
c : 875.0000, 3 -> 3
d : -863.0000, 3 -> 4
a : 718.0000, 4 -> 4
b : 219.0000, 4 -> 0
c : -268.0000, 4 -> 1
d : -782.0000, 4 -> 3
b : 398.0000, 0 -> 4
b : 582.0000, 0 -> 0
b : 94.0000, 1 -> 4
d : 83.0000, 1 -> 2
b : 348.0000, 2 -> 4
d : 670.0000, 2 -> 3
c : -318.0000, 3 -> 1
c : 95.0000, 3 -> 2
b : 703.0000, 4 -> 1
c : 883.0000, 4 -> 2
