a : 266.0000, 0 -> 0
b : -176.0000, 0 -> 7
c : -272.0000, 0 -> 6
d : 860.0000, 0 -> 0
a : 123.0000, 1 -> 6
b : 218.0000, 1 -> 2
c : 143.0000, 1 -> 0
d : -701.0000, 1 -> 0
a : 474.0000, 2 -> 7
b : 819.0000, 2 -> 5
c : -175.0000, 2 -> 0
d : -780.0000, 2 -> 6
a : 54.0000, 3 -> 6
b : 746.0000, 3 -> 4
c : -873.0000, 3 -> 2
d : 43.0000, 3 -> 5
a : 743.0000, 4 -> 3
b : -876.0000, 4 -> 3
c : -502.0000, 4 -> 0
d : -577.0000, 4 -> 6
a : -497.0000, 5 -> 2
b : 255.0000, 5 -> 0
c : 6.0000, 5 -> 1
d : 279.0000, 5 -> 6
a : -124.0000, 6 -> 4
b : 255.0000, 6 -> 1
c : 390.0000, 6 -> 1
d : 12.0000, 6 -> 7
a : 612.0000, 7 -> 5
b : -881.0000, 7 -> 2
c : -619.0000, 7 -> 0
d : -866.0000, 7 -> 6
a : 518.0000, 0 -> 2
a : -888.0000, 0 -> 1
d : 666.0000, 1 -> 3
d : -276.0000, 1 -> 6
b : 211.0000, 2 -> 2
d : 845.0000, 2 -> 1
a : 682.0000, 3 -> 2
d : 134.0000, 3 -> 7
d : -338.0000, 4 -> 4
d : -644.0000, 4 -> 0
b : 255.0000, 5 -> 3
b : -901.0000, 5 -> 4
c : -142.0000, 6 -> 6
d : 806.0000, 6 -> 3
b : -478.0000, 7 -> 5
d : -412.0000, 7 -> 0
