a : 100.0000, 0 -> 7
b : -689.0000, 0 -> 7
a : 272.0000, 1 -> 3
b : -596.0000, 1 -> 3
a : 339.0000, 2 -> 7
b : -361.0000, 2 -> 0
a : -799.0000, 3 -> 4
b : -177.0000, 3 -> 5
a : -117.0000, 4 -> 6
b : 670.0000, 4 -> 4
a : 34.0000, 5 -> 1
b : -686.0000, 5 -> 0
a : 113.0000, 6 -> 2
b : -329.0000, 6 -> 7
a : 11.0000, 7 -> 3
b : 843.0000, 7 -> 3
a : 993.0000, 0 -> 2
a : 617.0000, 1 -> 1
a : -832.0000, 2 -> 3
b : 870.0000, 3 -> 7
b : 877.0000, 4 -> 0
a : 880.0000, 5 -> 0
b : 398.0000, 6 -> 1
a : -278.0000, 7 -> 5
