a : 982.0000, 0 -> 3
b : 186.0000, 0 -> 3
a : 798.0000, 1 -> 2
b : 586.0000, 1 -> 3
a : -89.0000, 2 -> 7
b : -433.0000, 2 -> 4
a : -181.0000, 3 -> 0
b : 269.0000, 3 -> 1
a : 402.0000, 4 -> 5
b : -517.0000, 4 -> 5
a : 810.0000, 5 -> 6
b : 797.0000, 5 -> 1
a : 84.0000, 6 -> 6
b : 812.0000, 6 -> 7
a : 250.0000, 7 -> 4
b : 252.0000, 7 -> 7
b : -25.0000, 0 -> 6
a : 613.0000, 1 -> 0
a : 434.0000, 2 -> 5
a : 63.0000, 3 -> 5
b : 395.0000, 4 -> 1
b : -573.0000, 5 -> 5
a : -730.0000, 6 -> 7
b : 10.0000, 7 -> 2
