a : 554.0000, 0 -> 1
b : 479.0000, 0 -> 4
c : 366.0000, 0 -> 4
a : -409.0000, 1 -> 2
b : -220.0000, 1 -> 5
c : 935.0000, 1 -> 3
a : 880.0000, 2 -> 4
b : 905.0000, 2 -> 2
c : 301.0000, 2 -> 0
a : 99.0000, 3 -> 3
b : -580.0000, 3 -> 5
c : 214.0000, 3 -> 1
a : -412.0000, 4 -> 5
b : -96.0000, 4 -> 2
c : -816.0000, 4 -> 1
a : -114.0000, 5 -> 5
b : -698.0000, 5 -> 1
c : -121.0000, 5 -> 4
c : -36.0000, 0 -> 1
a : 13.0000, 1 -> 5
a : 179.0000, 2 -> 3
a : 838.0000, 3 -> 0
b : 187.0000, 4 -> 4
a : 908.0000, 5 -> 2
