a : 931.0000, 0 -> 6
b : 691.0000, 0 -> 4
c : 339.0000, 0 -> 1
d : 115.0000, 0 -> 3
a : 270.0000, 1 -> 6
b : -976.0000, 1 -> 3
c : 386.0000, 1 -> 6
d : 938.0000, 1 -> 1
a : 310.0000, 2 -> 1
b : -306.0000, 2 -> 5
c : -254.0000, 2 -> 1
d : 699.0000, 2 -> 0
a : 919.0000, 3 -> 5
b : -910.0000, 3 -> 5
c : -867.0000, 3 -> 1
d : -27.0000, 3 -> 6
a : -991.0000, 4 -> 2
b : 409.0000, 4 -> 2
c : -833.0000, 4 -> 3
d : -624.0000, 4 -> 1
a : -505.0000, 5 -> 4
b : -732.0000, 5 -> 1
c : 398.0000, 5 -> 4
d : 158.0000, 5 -> 2
a : 831.0000, 6 -> 2
b : -759.0000, 6 -> 4
c : 44.0000, 6 -> 3
d : 890.0000, 6 -> 6
b : 652.0000, 0 -> 6
c : 742.0000, 0 -> 0
d : 883.0000, 1 -> 5
c : 288.0000, 1 -> 3
a : 37.0000, 2 -> 4
a : 960.0000, 2 -> 6
d : -515.0000, 3 -> 3
d : -716.0000, 3 -> 2
b : -382.0000, 4 -> 0
b : -673.0000, 4 -> 3
a : 575.0000, 5 -> 2
d : 176.0000, 5 -> 5
d : -219.0000, 6 -> 2
d : 202.0000, 6 -> 4
