a : 518.0000, 0 -> 2
b : 900.0000, 0 -> 1
c : -917.0000, 0 -> 3
d : -948.0000, 0 -> 1
a : 570.0000, 1 -> 2
b : 146.0000, 1 -> 3
c : -593.0000, 1 -> 2
d : -980.0000, 1 -> 3
a : -56.0000, 2 -> 3
b : 386.0000, 2 -> 3
c : -97.0000, 2 -> 2
d : 47.0000, 2 -> 3
a : 973.0000, 3 -> 4
b : -89.0000, 3 -> 3
c : -46.0000, 3 -> 2
d : -130.0000, 3 -> 4
a : 225.0000, 4 -> 1
b : -209.0000, 4 -> 1
c : -609.0000, 4 -> 1
d : -710.0000, 4 -> 3
d : -723.0000, 0 -> 4
c : 709.0000, 0 -> 0
a : 151.0000, 1 -> 3
c : 55.0000, 1 -> 0
b : -550.0000, 2 -> 0
a : -200.0000, 2 -> 0
a : 397.0000, 3 -> 3
b : 399.0000, 3 -> 2
d : -176.0000, 4 -> 0
c : 704.0000, 4 -> 2
