a : 830.0000, 0 -> 2
b : -312.0000, 0 -> 5
c : -897.0000, 0 -> 1
a : -127.0000, 1 -> 0
b : -871.0000, 1 -> 4
c : -53.0000, 1 -> 5
a : 538.0000, 2 -> 1
b : 779.0000, 2 -> 2
c : 182.0000, 2 -> 1
a : -967.0000, 3 -> 3
b : -105.0000, 3 -> 1
c : -16.0000, 3 -> 0
a : -992.0000, 4 -> 1
b : 174.0000, 4 -> 2
c : -419.0000, 4 -> 3
a : 487.0000, 5 -> 4
b : 338.0000, 5 -> 3
c : 951.0000, 5 -> 4
a : -730.0000, 0 -> 0
c : 725.0000, 1 -> 3
c : 886.0000, 2 -> 5
b : -591.0000, 3 -> 5
b : 119.0000, 4 -> 5
c : -372.0000, 5 -> 1
