a : 140.0000, 0 -> 6
b : -428.0000, 0 -> 0
c : -424.0000, 0 -> 0
d : -53.0000, 0 -> 2
a : 256.0000, 1 -> 7
b : 325.0000, 1 -> 7
c : 27.0000, 1 -> 0
d : 854.0000, 1 -> 3
a : 323.0000, 2 -> 3
b : -239.0000, 2 -> 4
c : 271.0000, 2 -> 6
d : -439.0000, 2 -> 1
a : 883.0000, 3 -> 5
b : 115.0000, 3 -> 1
c : -498.0000, 3 -> 2
d : 964.0000, 3 -> 5
a : 348.0000, 4 -> 3
b : 658.0000, 4 -> 0
c : -765.0000, 4 -> 0
d : -539.0000, 4 -> 0
a : 570.0000, 5 -> 2
b : 786.0000, 5 -> 1
c : -384.0000, 5 -> 4
d : 214.0000, 5 -> 7
a : 518.0000, 6 -> 7
b : 475.0000, 6 -> 7
c : 933.0000, 6 -> 1
d : -411.0000, 6 -> 2
a : -633.0000, 7 -> 7
b : 402.0000, 7 -> 0
c : 494.0000, 7 -> 5
d : -871.0000, 7 -> 0
a : -591.0000, 0 -> 0
d : 492.0000, 0 -> 6
b : 990.0000, 1 -> 0
c : 361.0000, 1 -> 1
b : -171.0000, 2 -> 0
c : 687.0000, 2 -> 1
a : -774.0000, 3 -> 1
c : -191.0000, 3 -> 6
c : -584.0000, 4 -> 4
b : 679.0000, 4 -> 6
d : 948.0000, 5 -> 5
a : 948.0000, 5 -> 4
b : -353.0000, 6 -> 3
a : -269.0000, 6 -> 0
c : -701.0000, 7 -> 4
c : -642.0000, 7 -> 3
