a : -466.0000, 0 -> 0
b : -460.0000, 0 -> 0
c : 787.0000, 0 -> 2
a : 909.0000, 1 -> 0
b : 473.0000, 1 -> 4
c : -818.0000, 1 -> 4
a : 733.0000, 2 -> 2
b : -997.0000, 2 -> 0
c : 111.0000, 2 -> 1
a : 89.0000, 3 -> 2
b : -911.0000, 3 -> 1
c : -658.0000, 3 -> 2
a : 213.0000, 4 -> 3
b : -945.0000, 4 -> 3
c : 571.0000, 4 -> 3
a : -816.0000, 5 -> 3
b : -907.0000, 5 -> 1
c : -901.0000, 5 -> 3
b : -992.0000, 0 -> 1
a : 236.0000, 1 -> 2
c : -321.0000, 2 -> 0
a : -838.0000, 3 -> 1
c : -390.0000, 4 -> 0
a : -660.0000, 5 -> 1
b : 769.0000, 2 -> 5
