a : -733.0000, 0 -> 1
b : -442.0000, 0 -> 0
c : 354.0000, 0 -> 0
a : 405.0000, 1 -> 3
b : -124.0000, 1 -> 3
c : -755.0000, 1 -> 2
a : 958.0000, 2 -> 2
b : 459.0000, 2 -> 1
c : 192.0000, 2 -> 2
a : 736.0000, 3 -> 0
b : -42.0000, 3 -> 5
c : 996.0000, 3 -> 5
a : -824.0000, 4 -> 4
b : 524.0000, 4 -> 4
c : -144.0000, 4 -> 3
a : -778.0000, 5 -> 0
b : -222.0000, 5 -> 3
c : 161.0000, 5 -> 0
a : 438.0000, 0 -> 0
a : 39.0000, 1 -> 5
b : -737.0000, 2 -> 3
c : 994.0000, 3 -> 0
c : -77.0000, 4 -> 0
a : 868.0000, 5 -> 3
c : -670.0000, 5 -> 4
