a : 833.0000, 0 -> 0
b : -433.0000, 0 -> 2
c : -985.0000, 0 -> 0
d : 766.0000, 0 -> 2
a : -833.0000, 1 -> 2
b : 573.0000, 1 -> 0
c : 598.0000, 1 -> 0
d : -975.0000, 1 -> 2
a : 731.0000, 2 -> 2
b : -507.0000, 2 -> 2
c : -715.0000, 2 -> 3
d : -58.0000, 2 -> 2
a : 920.0000, 3 -> 0
b : -96.0000, 3 -> 3
c : -914.0000, 3 -> 2
d : 19.0000, 3 -> 3
d : -713.0000, 0 -> 3
a : -704.0000, 0 -> 2
d : -245.0000, 1 -> 1
a : 7.0000, 1 -> 0
c : -792.0000, 2 -> 2
b : -349.0000, 2 -> 0
a : 252.0000, 3 -> 1
d : 861.0000, 3 -> 0
