a : -465.0000, 0 -> 4
b : -962.0000, 0 -> 4
c : 534.0000, 0 -> 2
d : 621.0000, 0 -> 3
a : -893.0000, 1 -> 2
b : 435.0000, 1 -> 1
c : 10.0000, 1 -> 4
d : 660.0000, 1 -> 4
a : 897.0000, 2 -> 3
b : -663.0000, 2 -> 0
c : 562.0000, 2 -> 2
d : -530.0000, 2 -> 0
a : -493.0000, 3 -> 2
b : 768.0000, 3 -> 1
c : -420.0000, 3 -> 0
d : -582.0000, 3 -> 0
a : -398.0000, 4 -> 3
b : -431.0000, 4 -> 0
c : 247.0000, 4 -> 1
d : -171.0000, 4 -> 1
c : 458.0000, 0 -> 3
c : 650.0000, 0 -> 1
d : -30.0000, 1 -> 2
a : -773.0000, 1 -> 1
c : 922.0000, 2 -> 3
a : -453.0000, 2 -> 0
d : 391.0000, 3 -> 4
c : -530.0000, 3 -> 1
d : -453.0000, 4 -> 4
c : -68.0000, 4 -> 0
