a : 933.0000, 0 -> 5
b : 793.0000, 0 -> 2
c : -338.0000, 0 -> 2
d : -109.0000, 0 -> 2
a : 893.0000, 1 -> 3
b : 69.0000, 1 -> 1
c : 606.0000, 1 -> 2
d : 96.0000, 1 -> 3
a : 132.0000, 2 -> 3
b : -873.0000, 2 -> 0
c : 324.0000, 2 -> 2
d : -506.0000, 2 -> 2
a : 953.0000, 3 -> 0
b : 763.0000, 3 -> 1
c : 26.0000, 3 -> 2
d : 418.0000, 3 -> 3
a : -740.0000, 4 -> 5
b : 776.0000, 4 -> 3
c : 300.0000, 4 -> 1
d : -627.0000, 4 -> 3
a : -556.0000, 5 -> 4
b : -886.0000, 5 -> 3
c : 263.0000, 5 -> 1
d : 132.0000, 5 -> 3
c : 16.0000, 0 -> 5
d : -843.0000, 0 -> 4
d : 955.0000, 1 -> 5
d : -637.0000, 1 -> 2
a : -742.0000, 2 -> 2
b : 435.0000, 2 -> 4
a : 922.0000, 3 -> 4
d : 244.0000, 3 -> 1
c : -687.0000, 4 -> 2
d : 902.0000, 4 -> 4
a : 174.0000, 5 -> 0
c : 584.0000, 5 -> 5
