a : 353.0000, 0 -> 0
b : -910.0000, 0 -> 1
c : -285.0000, 0 -> 5
a : -266.0000, 1 -> 3
b : -913.0000, 1 -> 1
c : 737.0000, 1 -> 0
a : 629.0000, 2 -> 0
b : 819.0000, 2 -> 5
c : 38.0000, 2 -> 4
a : 197.0000, 3 -> 0
b : 450.0000, 3 -> 1
c : 113.0000, 3 -> 1
a : 627.0000, 4 -> 2
b : -972.0000, 4 -> 4
c : 522.0000, 4 -> 0
a : 267.0000, 5 -> 3
b : -97.0000, 5 -> 4
c : -221.0000, 5 -> 2
c : 882.0000, 0 -> 3
b : -745.0000, 1 -> 3
b : -485.0000, 2 -> 3
b : 722.0000, 3 -> 4
a : -429.0000, 4 -> 0
c : 739.0000, 5 -> 3
