a : -559.0000, 0 -> 4
b : -397.0000, 0 -> 3
c : 412.0000, 0 -> 3
d : -940.0000, 0 -> 1
a : -158.0000, 1 -> 1
b : 558.0000, 1 -> 0
c : -811.0000, 1 -> 2
d : 858.0000, 1 -> 4
a : 892.0000, 2 -> 1
b : -685.0000, 2 -> 3
c : 426.0000, 2 -> 0
d : -491.0000, 2 -> 3
a : -671.0000, 3 -> 4
b : 719.0000, 3 -> 0
c : 147.0000, 3 -> 4
d : -431.0000, 3 -> 1
a : 596.0000, 4 -> 0
b : 575.0000, 4 -> 3
c : -236.0000, 4 -> 3
d : 772.0000, 4 -> 1
d : -673.0000, 0 -> 3
a : 363.0000, 0 -> 3
b : 312.0000, 1 -> 1
b : 615.0000, 1 -> 4
b : -341.0000, 2 -> 1
d : 260.0000, 2 -> 1
c : 269.0000, 3 -> 3
d : 921.0000, 3 -> 4
d : -301.0000, 4 -> 3
d : -637.0000, 4 -> 2
