a : -847.0000, 0 -> 0
b : -163.0000, 0 -> 0
a : 300.0000, 1 -> 7
b : -327.0000, 1 -> 6
a : 131.0000, 2 -> 4
b : 578.0000, 2 -> 4
a : -786.0000, 3 -> 6
b : 621.0000, 3 -> 0
a : 720.0000, 4 -> 3
b : -330.0000, 4 -> 5
a : -709.0000, 5 -> 7
b : 325.0000, 5 -> 5
a : -489.0000, 6 -> 1
b : 182.0000, 6 -> 0
a : -229.0000, 7 -> 5
b : -684.0000, 7 -> 7
b : -649.0000, 0 -> 5
b : 596.0000, 1 -> 1
b : 266.0000, 2 -> 5
a : 862.0000, 3 -> 1
a : -78.0000, 4 -> 6
a : 667.0000, 5 -> 6
a : -744.0000, 6 -> 4
a : 508.0000, 7 -> 3
a : 822.0000, 3 -> 2
