a : 28.0000, 0 -> 1
b : 892.0000, 0 -> 7
c : -488.0000, 0 -> 7
d : -396.0000, 0 -> 0
a : -942.0000, 1 -> 2
b : 833.0000, 1 -> 7
c : 705.0000, 1 -> 0
d : 761.0000, 1 -> 0
a : 192.0000, 2 -> 0
b : 474.0000, 2 -> 4
c : 76.0000, 2 -> 6
d : -194.0000, 2 -> 0
a : 699.0000, 3 -> 5
b : -906.0000, 3 -> 4
c : 887.0000, 3 -> 0
d : -494.0000, 3 -> 2
a : -23.0000, 4 -> 1
b : -984.0000, 4 -> 6
c : -595.0000, 4 -> 5
d : -900.0000, 4 -> 2
a : -155.0000, 5 -> 4
b : 628.0000, 5 -> 6
c : -435.0000, 5 -> 2
d : -275.0000, 5 -> 0
a : -319.0000, 6 -> 1
b : -973.0000, 6 -> 4
c : 297.0000, 6 -> 6
d : 587.0000, 6 -> 2
a : 302.0000, 7 -> 3
b : 987.0000, 7 -> 5
c : -300.0000, 7 -> 1
d : -568.0000, 7 -> 3
d : -440.0000, 0 -> 3
b : 317.0000, 0 -> 1
a : 800.0000, 1 -> 4
d : -90.0000, 1 -> 3
d : 992.0000, 2 -> 5
c : 207.0000, 2 -> 7
b : 239.0000, 3 -> 1
d : 229.0000, 3 -> 5
d : -803.0000, 4 -> 4
d : 367.0000, 4 -> 3
d : -912.0000, 5 -> 2
b : 723.0000, 5 -> 0
b : -881.0000, 6 -> 6
c : 925.0000, 6 -> 0
d : 261.0000, 7 -> 6
b : 273.0000, 7 -> 4
