a : -265.0000, 0 -> 0
b : -389.0000, 0 -> 1
c : 267.0000, 0 -> 5
d : -28.0000, 0 -> 1
a : -621.0000, 1 -> 4
b : 291.0000, 1 -> 3
c : 20.0000, 1 -> 0
d : 746.0000, 1 -> 1
a : 209.0000, 2 -> 2
b : -953.0000, 2 -> 5
c : 247.0000, 2 -> 5
d : 421.0000, 2 -> 3
a : 283.0000, 3 -> 1
b : -360.0000, 3 -> 3
c : -923.0000, 3 -> 2
d : -282.0000, 3 -> 2
a : 174.0000, 4 -> 4
b : 27.0000, 4 -> 2
c : -569.0000, 4 -> 0
d : 161.0000, 4 -> 0
a : 987.0000, 5 -> 2
b : 666.0000, 5 -> 1
c : 996.0000, 5 -> 5
d : -705.0000, 5 -> 2
d : -341.0000, 0 -> 4
a : 426.0000, 0 -> 5
b : 704.0000, 1 -> 1
d : -452.0000, 1 -> 2
c : 741.0000, 2 -> 0
b : -581.0000, 2 -> 1
c : 483.0000, 3 -> 3
a : -534.0000, 3 -> 2
a : -922.0000, 4 -> 1
d : 649.0000, 4 -> 4
a : 814.0000, 5 -> 5
d : -382.0000, 5 -> 3
