a : 194.0000, 0 -> 2
b : 381.0000, 0 -> 1
c : 954.0000, 0 -> 7
a : 480.0000, 1 -> 1
b : 3.0000, 1 -> 3
c : 358.0000, 1 -> 4
a : 853.0000, 2 -> 4
b : 889.0000, 2 -> 6
c : -88.0000, 2 -> 5
a : 317.0000, 3 -> 7
b : -940.0000, 3 -> 2
c : -553.0000, 3 -> 5
a : -592.0000, 4 -> 3
b : -730.0000, 4 -> 1
c : -747.0000, 4 -> 5
a : 246.0000, 5 -> 0
b : 368.0000, 5 -> 4
c : 436.0000, 5 -> 2
a : -791.0000, 6 -> 1
b : 302.0000, 6 -> 1
c : 965.0000, 6 -> 1
a : 736.0000, 7 -> 4
b : 899.0000, 7 -> 7
c : 840.0000, 7 -> 2
b : -949.0000, 0 -> 7
a : -974.0000, 1 -> 5
a : -657.0000, 2 -> 3
b : 126.0000, 3 -> 5
b : 226.0000, 4 -> 2
c : 934.0000, 5 -> 1
c : 725.0000, 6 -> 0
b : -516.0000, 7 -> 4
