a : -42.0000, 0 -> 1
b : 299.0000, 0 -> 1
c : 324.0000, 0 -> 2
d : 727.0000, 0 -> 5
a : 813.0000, 1 -> 3
b : -675.0000, 1 -> 6
c : 356.0000, 1 -> 2
d : -718.0000, 1 -> 1
a : 957.0000, 2 -> 6
b : 486.0000, 2 -> 1
c : -241.0000, 2 -> 0
d : -644.0000, 2 -> 3
a : -568.0000, 3 -> 1
b : 311.0000, 3 -> 0
c : 442.0000, 3 -> 2
d : 943.0000, 3 -> 4
a : -340.0000, 4 -> 5
b : 250.0000, 4 -> 0
c : -118.0000, 4 -> 3
d : 856.0000, 4 -> 1
a : 551.0000, 5 -> 2
b : -359.0000, 5 -> 3
c : 588.0000, 5 -> 1
d : -38.0000, 5 -> 3
a : -63.0000, 6 -> 0
b : 37.0000, 6 -> 2
c : -332.0000, 6 -> 2
d : 338.0000, 6 -> 1
d : 52.0000, 0 -> 3
d : 924.0000, 0 -> 6
b : 435.0000, 1 -> 2
a : -815.0000, 1 -> 4
b : -501.0000, 2 -> 6
a : -209.0000, 2 -> 1
d : -746.0000, 3 -> 2
b : 93.0000, 3 -> 3
b : 32.0000, 4 -> 1
b : -991.0000, 4 -> 5
c : 57.0000, 5 -> 0
a : -494.0000, 5 -> 5
b : -293.0000, 6 -> 0
b : 341.0000, 6 -> 3
