a : 715.0000, 0 -> 4
b : 216.0000, 0 -> 2
c : 870.0000, 0 -> 1
a : 530.0000, 1 -> 4
b : -746.0000, 1 -> 0
c : -2.0000, 1 -> 4
a : 173.0000, 2 -> 5
b : -227.0000, 2 -> 1
c : 363.0000, 2 -> 5
a : -182.0000, 3 -> 5
b : 172.0000, 3 -> 2
c : -330.0000, 3 -> 5
a : -469.0000, 4 -> 2
b : -264.0000, 4 -> 3
c : -559.0000, 4 -> 3
a : -922.0000, 5 -> 5
b : -840.0000, 5 -> 5
c : 553.0000, 5 -> 4
b : -399.0000, 0 -> 3
c : 284.0000, 1 -> 3
a : -776.0000, 2 -> 3
b : 722.0000, 3 -> 5
b : 971.0000, 4 -> 0
c : 666.0000, 5 -> 1
