a : 885.0000, 0 -> 2
b : 825.0000, 0 -> 1
c : -180.0000, 0 -> 0
d : 305.0000, 0 -> 1
a : 872.0000, 1 -> 5
b : -927.0000, 1 -> 4
c : 313.0000, 1 -> 3
d : -117.0000, 1 -> 5
a : -907.0000, 2 -> 1
b : 431.0000, 2 -> 6
c : 219.0000, 2 -> 2
d : 72.0000, 2 -> 6
a : 44.0000, 3 -> 1
b : -974.0000, 3 -> 4
c : 445.0000, 3 -> 1
d : -408.0000, 3 -> 2
a : 713.0000, 4 -> 1
b : 858.0000, 4 -> 2
c : 797.0000, 4 -> 2
d : -360.0000, 4 -> 0
a : 87.0000, 5 -> 2
b : -259.0000, 5 -> 5
c : 802.0000, 5 -> 1
d : 875.0000, 5 -> 4
a : 520.0000, 6 -> 5
b : -967.0000, 6 -> 3
c : -309.0000, 6 -> 2
d : -484.0000, 6 -> 4
a : 919.0000, 0 -> 3
d : 494.0000, 0 -> 2
a : 328.0000, 1 -> 6
c : -630.0000, 1 -> 0
b : 981.0000, 2 -> 4
c : -944.0000, 2 -> 1
d : 215.0000, 3 -> 5
b : -154.0000, 3 -> 3
a : 278.0000, 4 -> 6
d : -647.0000, 4 -> 4
a : 483.0000, 5 -> 6
b : -649.0000, 5 -> 1
a : 669.0000, 6 -> 1
d : -552.0000, 6 -> 2
