a : 807.0000, 0 -> 3
b : -345.0000, 0 -> 7
a : -451.0000, 1 -> 6
b : -668.0000, 1 -> 4
a : 746.0000, 2 -> 3
b : -700.0000, 2 -> 1
a : 174.0000, 3 -> 7
b : -628.0000, 3 -> 6
a : 408.0000, 4 -> 3
b : -190.0000, 4 -> 0
a : -951.0000, 5 -> 7
b : 607.0000, 5 -> 3
a : 47.0000, 6 -> 5
b : 425.0000, 6 -> 6
a : -939.0000, 7 -> 5
b : -524.0000, 7 -> 0
a : 272.0000, 0 -> 2
a : 178.0000, 1 -> 3
b : -558.0000, 2 -> 6
b : -448.0000, 3 -> 1
b : 590.0000, 4 -> 7
b : -728.0000, 5 -> 2
b : -725.0000, 6 -> 1
a : -63.0000, 7 -> 4
