a : 902.0000, 0 -> 0
b : -806.0000, 0 -> 3
c : -205.0000, 0 -> 2
a : -156.0000, 1 -> 4
b : -428.0000, 1 -> 0
c : -388.0000, 1 -> 0
a : -424.0000, 2 -> 0
b : 114.0000, 2 -> 3
c : 698.0000, 2 -> 2
a : 272.0000, 3 -> 0
b : 95.0000, 3 -> 0
c : -627.0000, 3 -> 0
a : 400.0000, 4 -> 4
b : -128.0000, 4 -> 4
c : -807.0000, 4 -> 3
a : 320.0000, 5 -> 6
b : 13.0000, 5 -> 4
c : -637.0000, 5 -> 1
a : -694.0000, 6 -> 5
b : 939.0000, 6 -> 4
c : -763.0000, 6 -> 4
c : -58.0000, 0 -> 1
c : 261.0000, 1 -> 3
a : -979.0000, 2 -> 2
b : -448.0000, 3 -> 2
b : 354.0000, 4 -> 2
b : 924.0000, 5 -> 1
b : 311.0000, 6 -> 5
b : 867.0000, 4 -> 5
