a : -101.0000, 0 -> 5
b : 21.0000, 0 -> 5
c : -834.0000, 0 -> 5
a : 739.0000, 1 -> 5
b : 387.0000, 1 -> 2
c : 365.0000, 1 -> 4
a : 258.0000, 2 -> 4
b : -207.0000, 2 -> 2
c : -916.0000, 2 -> 2
a : -371.0000, 3 -> 0
b : 904.0000, 3 -> 2
c : 37.0000, 3 -> 2
a : -108.0000, 4 -> 0
b : 723.0000, 4 -> 0
c : 437.0000, 4 -> 3
a : -785.0000, 5 -> 1
b : -412.0000, 5 -> 3
c : 360.0000, 5 -> 3
c : -938.0000, 0 -> 0
b : 550.0000, 1 -> 3
b : 52.0000, 2 -> 5
c : -642.0000, 3 -> 3
b : -598.0000, 4 -> 4
b : -759.0000, 5 -> 0
