a : -529.0000, 0 -> 1
b : -643.0000, 0 -> 3
c : 110.0000, 0 -> 6
a : -573.0000, 1 -> 0
b : -124.0000, 1 -> 2
c : -979.0000, 1 -> 6
a : -87.0000, 2 -> 2
b : 546.0000, 2 -> 2
c : 355.0000, 2 -> 4
a : -850.0000, 3 -> 6
b : 327.0000, 3 -> 1
c : 114.0000, 3 -> 3
a : 673.0000, 4 -> 3
b : 182.0000, 4 -> 5
c : 349.0000, 4 -> 6
a : -556.0000, 5 -> 0
b : 557.0000, 5 -> 4
c : -269.0000, 5 -> 1
a : 811.0000, 6 -> 3
b : -381.0000, 6 -> 5
c : 62.0000, 6 -> 5
c : -987.0000, 0 -> 0
b : 79.0000, 1 -> 1
a : 885.0000, 2 -> 4
b : 152.0000, 3 -> 4
b : 43.0000, 4 -> 1
a : -476.0000, 5 -> 1
c : -490.0000, 6 -> 2
