a : -726.0000, 0 -> 4
b : -683.0000, 0 -> 6
c : 800.0000, 0 -> 7
a : 804.0000, 1 -> 4
b : 842.0000, 1 -> 3
c : 54.0000, 1 -> 5
a : -955.0000, 2 -> 6
b : -313.0000, 2 -> 3
c : 559.0000, 2 -> 4
a : -611.0000, 3 -> 2
b : 787.0000, 3 -> 6
c : -61.0000, 3 -> 3
a : 811.0000, 4 -> 7
b : -788.0000, 4 -> 5
c : 442.0000, 4 -> 3
a : -763.0000, 5 -> 0
b : -149.0000, 5 -> 3
c : -158.0000, 5 -> 5
a : -958.0000, 6 -> 1
b : -14.0000, 6 -> 5
c : 503.0000, 6 -> 5
a : -649.0000, 7 -> 0
b : 675.0000, 7 -> 5
c : -837.0000, 7 -> 5
a : -994.0000, 0 -> 2
c : -669.0000, 1 -> 3
a : -990.0000, 2 -> 5
b : -905.0000, 3 -> 7
a : 811.0000, 4 -> 2
a : -540.0000, 5 -> 2
c : 916.0000, 6 -> 3
a : 807.0000, 7 -> 2
