a : -327.0000, 0 -> 3
b : -87.0000, 0 -> 3
c : -342.0000, 0 -> 5
d : 932.0000, 0 -> 4
a : -78.0000, 1 -> 4
b : -208.0000, 1 -> 1
c : -655.0000, 1 -> 1
d : -827.0000, 1 -> 1
a : -365.0000, 2 -> 2
b : 277.0000, 2 -> 3
c : -135.0000, 2 -> 0
d : 623.0000, 2 -> 3
a : -777.0000, 3 -> 1
b : 785.0000, 3 -> 2
c : 50.0000, 3 -> 1
d : 90.0000, 3 -> 4
a : 935.0000, 4 -> 4
b : 953.0000, 4 -> 4
c : -302.0000, 4 -> 0
d : 231.0000, 4 -> 2
a : 588.0000, 5 -> 4
b : 106.0000, 5 -> 4
c : 830.0000, 5 -> 2
d : 240.0000, 5 -> 2
a : -104.0000, 0 -> 5
d : 801.0000, 0 -> 2
c : 229.0000, 1 -> 3
b : -78.0000, 1 -> 5
c : 4.0000, 2 -> 1
c : 79.0000, 2 -> 3
b : 306.0000, 3 -> 4
b : -814.0000, 3 -> 5
d : 689.0000, 4 -> 5
c : 853.0000, 4 -> 5
c : -562.0000, 5 -> 3
d : -625.0000, 5 -> 3
