a : -525.0000, 0 -> 5
b : 975.0000, 0 -> 6
c : 638.0000, 0 -> 4
d : 99.0000, 0 -> 3
a : -920.0000, 1 -> 2
b : 993.0000, 1 -> 6
c : 56.0000, 1 -> 4
d : 785.0000, 1 -> 1
a : -247.0000, 2 -> 6
b : -262.0000, 2 -> 3
c : 756.0000, 2 -> 1
d : 864.0000, 2 -> 0
a : 228.0000, 3 -> 3
b : -585.0000, 3 -> 6
c : -886.0000, 3 -> 3
d : 435.0000, 3 -> 1
a : -329.0000, 4 -> 3
b : 471.0000, 4 -> 0
c : -997.0000, 4 -> 0
d : -386.0000, 4 -> 0
a : 548.0000, 5 -> 3
b : 953.0000, 5 -> 2
c : 852.0000, 5 -> 1
d : -221.0000, 5 -> 6
a : 363.0000, 6 -> 2
b : -593.0000, 6 -> 1
c : -278.0000, 6 -> 2
d : 432.0000, 6 -> 1
b : 907.0000, 0 -> 1
a : -696.0000, 0 -> 3
c : -419.0000, 1 -> 5
d : 950.0000, 1 -> 4
a : -106.0000, 2 -> 0
c : 643.0000, 2 -> 6
d : 987.0000, 3 -> 2
b : -215.0000, 3 -> 1
b : -185.0000, 4 -> 1
a : -499.0000, 4 -> 1
b : -914.0000, 5 -> 1
d : -708.0000, 5 -> 5
b : 339.0000, 6 -> 5
a : -462.0000, 6 -> 4
