a : 574.0000, 0 -> 6
b : 293.0000, 0 -> 2
c : -237.0000, 0 -> 5
d : -392.0000, 0 -> 1
a : -569.0000, 1 -> 7
b : 497.0000, 1 -> 5
c : 862.0000, 1 -> 5
d : 300.0000, 1 -> 6
a : -322.0000, 2 -> 2
b : -136.0000, 2 -> 5
c : 583.0000, 2 -> 3
d : -482.0000, 2 -> 5
a : -968.0000, 3 -> 5
b : -548.0000, 3 -> 5
c : -658.0000, 3 -> 2
d : 291.0000, 3 -> 3
a : -318.0000, 4 -> 4
b : -530.0000, 4 -> 3
c : -790.0000, 4 -> 3
d : -43.0000, 4 -> 4
a : 378.0000, 5 -> 5
b : -74.0000, 5 -> 2
c : 829.0000, 5 -> 3
d : -430.0000, 5 -> 5
a : 169.0000, 6 -> 3
b : -535.0000, 6 -> 4
c : 224.0000, 6 -> 5
d : 968.0000, 6 -> 3
a : -610.0000, 7 -> 5
b : 835.0000, 7 -> 5
c : -452.0000, 7 -> 5
d : -856.0000, 7 -> 1
c : -152.0000, 0 -> 1
d : 811.0000, 0 -> 0
b : 414.0000, 1 -> 1
c : -251.0000, 1 -> 3
a : 376.0000, 2 -> 0
b : 223.0000, 2 -> 3
a : -712.0000, 3 -> 4
a : 565.0000, 3 -> 7
c : 907.0000, 4 -> 1
c : -235.0000, 4 -> 7
a : -50.0000, 5 -> 2
a : 233.0000, 5 -> 3
c : 761.0000, 6 -> 4
c : -526.0000, 6 -> 7
c : -350.0000, 7 -> 3
b : -958.0000, 7 -> 2
