a : 844.0000, 0 -> 3
b : 798.0000, 0 -> 2
c : -165.0000, 0 -> 6
a : -614.0000, 1 -> 4
b : 866.0000, 1 -> 0
c : -212.0000, 1 -> 4
a : 724.0000, 2 -> 1
b : 327.0000, 2 -> 5
c : 930.0000, 2 -> 4
a : 388.0000, 3 -> 1
b : -324.0000, 3 -> 6
c : 717.0000, 3 -> 5
a : 570.0000, 4 -> 5
b : -611.0000, 4 -> 6
c : -719.0000, 4 -> 0
a : 360.0000, 5 -> 5
b : 636.0000, 5 -> 3
c : -431.0000, 5 -> 2
a : -622.0000, 6 -> 1
b : 898.0000, 6 -> 5
c : 479.0000, 6 -> 6
a : 949.0000, 0 -> 4
b : 522.0000, 1 -> 4
b : 541.0000, 2 -> 0
a : -259.0000, 3 -> 6
c : -618.0000, 4 -> 5
b : -537.0000, 5 -> 0
c : 7.0000, 6 -> 0
