a : 799.0000, 0 -> 5
b : -22.0000, 0 -> 5
c : 30.0000, 0 -> 1
d : -305.0000, 0 -> 4
a : 481.0000, 1 -> 2
b : 934.0000, 1 -> 3
c : 466.0000, 1 -> 5
d : -299.0000, 1 -> 0
a : 903.0000, 2 -> 5
b : -44.0000, 2 -> 4
c : 173.0000, 2 -> 5
d : -340.0000, 2 -> 5
a : 964.0000, 3 -> 2
b : -831.0000, 3 -> 0
c : -328.0000, 3 -> 0
d : 275.0000, 3 -> 2
a : -881.0000, 4 -> 3
b : 523.0000, 4 -> 4
c : 757.0000, 4 -> 1
d : 454.0000, 4 -> 1
a : -971.0000, 5 -> 0
b : 940.0000, 5 -> 1
c : -186.0000, 5 -> 0
d : -921.0000, 5 -> 3
a : 322.0000, 0 -> 0
b : -486.0000, 0 -> 2
b : 327.0000, 1 -> 0
b : 901.0000, 1 -> 1
b : -987.0000, 2 -> 1
b : -787.0000, 2 -> 2
c : 22.0000, 3 -> 5
b : 545.0000, 3 -> 3
c : 173.0000, 4 -> 0
a : 678.0000, 4 -> 1
c : 254.0000, 5 -> 2
d : -847.0000, 5 -> 1
